0.0	171.0
0.01	171.0
0.02	171.0
0.03	171.0
0.04	171.0
0.05	171.0
0.06	171.0
0.07	171.0
0.08	171.0
0.09	171.0
0.1	171.0
0.11	171.0
0.12	171.0
0.13	171.0
0.14	171.0
0.15	171.0
0.16	171.0
0.17	171.0
0.18	171.0
0.19	171.0
0.2	171.0
0.21	171.0
0.22	171.0
0.23	171.0
0.24	171.0
0.25	171.0
0.26	171.0
0.27	171.0
0.28	171.0
0.29	171.0
0.3	171.0
0.31	171.0
0.32	171.0
0.33	171.0
0.34	171.0
0.35	171.0
0.36	171.0
0.37	171.0
0.38	171.0
0.39	171.0
0.4	171.0
0.41	171.0
0.42	171.0
0.43	171.0
0.44	171.0
0.45	171.0
0.46	171.0
0.47	171.0
0.48	171.0
0.49	171.0
0.5	171.0
0.51	171.0
0.52	171.0
0.53	171.0
0.54	171.0
0.55	171.0
0.56	171.0
0.57	171.0
0.58	171.0
0.59	171.0
0.6	171.0
0.61	171.0
0.62	171.0
0.63	171.0
0.64	171.0
0.65	171.0
0.66	171.0
0.67	171.0
0.68	171.0
0.69	171.0
0.7	171.0
0.71	171.0
0.72	171.0
0.73	171.0
0.74	171.0
0.75	171.0
0.76	171.0
0.77	171.0
0.78	171.0
0.79	171.0
0.8	171.0
0.81	171.0
0.82	171.0
0.83	171.0
0.84	171.0
0.85	171.0
0.86	171.0
0.87	171.0
0.88	171.0
0.89	171.0
0.9	171.0
0.91	171.0
0.92	171.0
0.93	171.0
0.94	171.0
0.95	178.0
0.96	186.0
0.97	186.0
0.98	186.0
0.99	186.0
