0.0	86.0
0.01	86.0
0.02	86.0
0.03	86.0
0.04	86.0
0.05	86.0
0.06	86.0
0.07	86.0
0.08	86.0
0.09	86.0
0.1	86.0
0.11	86.0
0.12	86.0
0.13	86.0
0.14	86.0
0.15	86.0
0.16	86.0
0.17	86.0
0.18	86.0
0.19	86.0
0.2	86.0
0.21	86.0
0.22	86.0
0.23	86.0
0.24	86.0
0.25	86.0
0.26	86.0
0.27	86.0
0.28	86.0
0.29	86.0
0.3	86.0
0.31	86.0
0.32	86.0
0.33	86.0
0.34	86.0
0.35	86.0
0.36	86.0
0.37	86.0
0.38	86.0
0.39	86.0
0.4	86.0
0.41	86.0
0.42	86.0
0.43	86.0
0.44	86.0
0.45	86.0
0.46	86.0
0.47	86.0
0.48	86.0
0.49	86.0
0.5	86.0
0.51	86.0
0.52	86.0
0.53	86.0
0.54	86.0
0.55	86.0
0.56	86.0
0.57	86.0
0.58	86.0
0.59	86.0
0.6	86.0
0.61	86.0
0.62	86.0
0.63	86.0
0.64	86.0
0.65	86.0
0.66	86.0
0.67	86.0
0.68	86.0
0.69	86.0
0.7	86.0
0.71	86.0
0.72	86.0
0.73	86.0
0.74	86.0
0.75	86.0
0.76	86.0
0.77	86.0
0.78	86.0
0.79	86.0
0.8	86.0
0.81	86.0
0.82	86.0
0.83	86.0
0.84	86.0
0.85	86.0
0.86	86.0
0.87	86.0
0.88	86.0
0.89	86.0
0.9	86.0
0.91	86.0
0.92	86.0
0.93	86.0
0.94	86.0
0.95	86.0
0.96	86.0
0.97	86.0
0.98	86.0
0.99	86.0
